name,reviews,competitors,website,owner_name,rating,link,domain
Lovers Outlet,18,,https://loversoutlet.business.site/,Lovers Outlet (Sahibi),4.1,https://www.google.com/maps/place/Lovers+Outlet/data=!4m7!3m6!1s0x8091e3d9231c93e1:0x46facb963755b42f!8m2!3d37.0271267!4d-121.5666151!16s%2Fg%2F11clyyp3js!19sChIJ4ZMcI9njkYARL7RVN5bL-kY?authuser=0&hl=tr&rclk=1,
Secrets Boutique - Fairfield,18,,http://secretsboutiques.com/,Secrets Boutique - Fairfield (Sahibi),3.1,https://www.google.com/maps/place/Secrets+Boutique+-+Fairfield/data=!4m7!3m6!1s0x80853e5daef2d119:0x1b1bc414b09dd496!8m2!3d38.2731737!4d-121.9554181!16s%2Fg%2F1tjg_lfs!19sChIJGdHyrl0-hYARltSdsBTEGxs?authuser=0&hl=tr&rclk=1,
Adult Emporium,18,,http://adultemporiumsd.com/,Adult Emporium (Sahibi),3.4,https://www.google.com/maps/place/Adult+Emporium/data=!4m7!3m6!1s0x80d954f7134f5687:0xeb7b946d58e575b4!8m2!3d32.751996!4d-117.130344!16s%2Fg%2F11d_t_4gqy!19sChIJh1ZPE_dU2YARtHXlWG2Ue-s?authuser=0&hl=tr&rclk=1,
Secret Desires,17,,http://suzies.com/,Secret Desires (Sahibi),4.1,https://www.google.com/maps/place/Secret+Desires/data=!4m7!3m6!1s0x14e1ba855126afd5:0x25eb3eeb5e9035fb!8m2!3d34.008386!4d-118.4785313!16s%2Fg%2F11b6_cpt3h!19sChIJ1a8mUYW64RQR-zWQXus-6yU?authuser=0&hl=tr&rclk=1,
Adult Video Entertainment Center,17,,https://www.instagram.com/adultvec,Adult Video Entertainment Center (Sahibi),3.4,https://www.google.com/maps/place/Adult+Video+Entertainment+Center/data=!4m7!3m6!1s0x80c2b6f3efc20a2d:0xb6850eda66b0068!8m2!3d33.9426337!4d-118.3528747!16s%2Fg%2F1tgnmbbx!19sChIJLQrC7_O2woARaABrpu1QaAs?authuser=0&hl=tr&rclk=1,
Mission Secrets,17,,http://www.secretsboutiques.com/,Mission Secrets (Sahibi),4.1,https://www.google.com/maps/place/Mission+Secrets/data=!4m7!3m6!1s0x808f7e236aecaeeb:0x30940b1d6eceab8f!8m2!3d37.7637287!4d-122.4197552!16s%2Fg%2F1tdw88z2!19sChIJ667saiN-j4ARj6vObh0LlDA?authuser=0&hl=tr&rclk=1,
Couples M.O.,16,,http://www.couplesmo.com/,Couples M.O. (Sahibi),4.4,https://www.google.com/maps/place/Couples+M.O./data=!4m7!3m6!1s0x80dd4a72062d4ff5:0xe574255e6109fd3d!8m2!3d33.7892425!4d-118.3102727!16s%2Fg%2F11bbrpwbkh!19sChIJ9U8tBnJK3YARPf0JYV4ldOU?authuser=0&hl=tr&rclk=1,
Roy's Adult Fantasy Outlet,15,,http://roysadultfantasy.com/,Roy's Adult Fantasy Outlet (Sahibi),4.1,https://www.google.com/maps/place/Roy%27s+Adult+Fantasy+Outlet/data=!4m7!3m6!1s0x80d9491bf85d5eb3:0x62ecf9502dde7e8a!8m2!3d32.5477734!4d-117.0345738!16s%2Fg%2F11x9wy091!19sChIJs15d-BtJ2YARin7eLVD57GI?authuser=0&hl=tr&rclk=1,
The Love Store,15,,https://thelovestore.com/,The Love Store (Sahibi),3.5,https://www.google.com/maps/place/The+Love+Store/data=!4m7!3m6!1s0x80dcd9d7679073f1:0x6bddcd6c38e80d06!8m2!3d33.7132804!4d-117.8857642!16s%2Fg%2F11pk9z3cd8!19sChIJ8XOQZ9fZ3IARBg3oOGzN3Ws?authuser=0&hl=tr&rclk=1,
Diamond Adult World,15,,http://www.diamondadult.com/,Diamond Adult World (Sahibi),3.3,https://www.google.com/maps/place/Diamond+Adult+World/data=!4m7!3m6!1s0x80ec5ecac5c000a7:0xf9df8b56823fe0a3!8m2!3d35.121253!4d-120.6192!16s%2Fg%2F1tcx79z6!19sChIJpwDAxcpe7IARo-A_glaL3_k?authuser=0&hl=tr&rclk=1,
Not Too Naughty,14,,http://www.secretsboutiques.com/,Not Too Naughty (Sahibi),3.5,https://www.google.com/maps/place/Not+Too+Naughty/data=!4m7!3m6!1s0x808f91d2290c5a8d:0xeffc2bf6a916d1be!8m2!3d37.7022319!4d-122.1237411!16s%2Fg%2F1tgn9vq5!19sChIJjVoMKdKRj4ARvtEWqfYr_O8?authuser=0&hl=tr&rclk=1,
Secrets Boutique - San Jose,14,,http://www.secretsboutiques.com/,Secrets Boutique - San Jose (Sahibi),3.6,https://www.google.com/maps/place/Secrets+Boutique+-+San+Jose/data=!4m7!3m6!1s0x808fcb38b1279a9f:0x13cfb2e360d5d872!8m2!3d37.3232322!4d-121.9255446!16s%2Fg%2F1tm6951d!19sChIJn5onsTjLj4ARctjVYOOyzxM?authuser=0&hl=tr&rclk=1,
Pleasure Island,14,,http://www.xxxpleasureisland.net/,Pleasure Island (Sahibi),4.4,https://www.google.com/maps/place/Pleasure+Island/data=!4m7!3m6!1s0x80c2b4e47a075c11:0x320e56cca69ced1c!8m2!3d33.8633232!4d-118.3520889!16s%2Fg%2F1tdfnjft!19sChIJEVwHeuS0woARHO2cpsxWDjI?authuser=0&hl=tr&rclk=1,
"Ooh La La- Adult Toys, Books, Games & Lingerie",14,,http://www.oohlalamonterey.com/,"Ooh La La- Adult Toys, Books, Games & Lingerie (Sahibi)",4.1,"https://www.google.com/maps/place/Ooh+La+La-+Adult+Toys,+Books,+Games+%26+Lingerie/data=!4m7!3m6!1s0x808de6ab1739bce7:0xa9a631a9cd37e30c!8m2!3d36.615268!4d-121.902802!16s%2Fg%2F11rcrvw9t!19sChIJ57w5F6vmjYARDOM3zakxpqk?authuser=0&hl=tr&rclk=1",
Ghettoff - Adult Sex Shop in California,13,,http://www.ghettoff.com/,Ghettoff - Adult Sex Shop in California (Sahibi),5,https://www.google.com/maps/place/Ghettoff+-+Adult+Sex+Shop+in+California/data=!4m7!3m6!1s0x80c2b7426a408bb3:0x4e3fe14fb5ff2c69!8m2!3d33.9616583!4d-118.3515967!16s%2Fg%2F11j4lxyfjb!19sChIJs4tAakK3woARaSz_tU_hP04?authuser=0&hl=tr&rclk=1,
Love Stuff Adult Superstore,13,,http://www.suzies.com/,Love Stuff Adult Superstore (Sahibi),4.5,https://www.google.com/maps/place/Love+Stuff+Adult+Superstore/data=!4m7!3m6!1s0x80dd30361d6794d5:0x7364792707ebafc4!8m2!3d33.7604257!4d-118.1356349!16s%2Fg%2F11f9g1_7xv!19sChIJ1ZRnHTYw3YARxK_rByd5ZHM?authuser=0&hl=tr&rclk=1,
NAUGHTY ADULT STORE,10,,https://naughty-adult-store.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,NAUGHTY ADULT STORE (Sahibi),4.5,https://www.google.com/maps/place/NAUGHTY+ADULT+STORE/data=!4m7!3m6!1s0x80c2917ac08b8029:0x82eb6ddfcfb26c70!8m2!3d34.2681389!4d-118.4185237!16s%2Fg%2F11jgbzp7xr!19sChIJKYCLwHqRwoARcGyyz99t64I?authuser=0&hl=tr&rclk=1,
Dr. Love's Outlet,10,,https://dr-loves-outlet.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,Dr. Love's Outlet (Sahibi),4.4,https://www.google.com/maps/place/Dr.+Love%27s+Outlet/data=!4m7!3m6!1s0x80c29d317981cf3f:0x172b810835cb9136!8m2!3d34.2020027!4d-118.5979797!16s%2Fg%2F11f9j64tqg!19sChIJP8-BeTGdwoARNpHLNQiBKxc?authuser=0&hl=tr&rclk=1,
Love Stuff Adult Superstore,10,,http://suzies.com/,Love Stuff Adult Superstore (Sahibi),4.2,https://www.google.com/maps/place/Love+Stuff+Adult+Superstore/data=!4m7!3m6!1s0x80db1b42525ef6ff:0x832ec47d9a64ac33!8m2!3d33.826927!4d-116.546558!16s%2Fg%2F11sh6h2twq!19sChIJ__ZeUkIb24ARM6xkmn3ELoM?authuser=0&hl=tr&rclk=1,
Not Too Naughty,9,,https://www.secretsboutiques.com/,Not Too Naughty (Sahibi),3.9,https://www.google.com/maps/place/Not+Too+Naughty/data=!4m7!3m6!1s0x8085736f821f2a33:0x1b85d60cff8c233c!8m2!3d38.1012063!4d-122.2536863!16s%2Fg%2F11bwp1zkxl!19sChIJMyofgm9zhYARPCOM_wzWhRs?authuser=0&hl=tr&rclk=1,
Soma Secrets,9,,http://www.secretsboutiques.com/,Soma Secrets (Sahibi),2.7,https://www.google.com/maps/place/Soma+Secrets/data=!4m7!3m6!1s0x808580846c7aac09:0x7e6dee3dd8d398a2!8m2!3d37.7812005!4d-122.4087315!16s%2Fg%2F1tx4787q!19sChIJCax6bISAhYARopjT2D3ubX4?authuser=0&hl=tr&rclk=1,
Secrets Boutique - San Francisco,9,,http://www.secretsboutiques.com/,Secrets Boutique - San Francisco (Sahibi),4.2,https://www.google.com/maps/place/Secrets+Boutique+-+San+Francisco/data=!4m7!3m6!1s0x808580f4f6aae4e9:0x80e7bf94664d7a07!8m2!3d37.7976325!4d-122.4052012!16s%2Fg%2F1tf7sc82!19sChIJ6eSq9vSAhYARB3pNZpS_54A?authuser=0&hl=tr&rclk=1,
The Adult Store,8,,http://e-tique.org/,The Adult Store (Sahibi),4.4,https://www.google.com/maps/place/The+Adult+Store/data=!4m7!3m6!1s0x80e913886a37f969:0x41483f42bfae5f1e!8m2!3d34.4159138!4d-119.6945461!16s%2Fg%2F11c1sk3rtp!19sChIJafk3aogT6YARHl-uv0I_SEE?authuser=0&hl=tr&rclk=1,
Dr. Loves Outlet,8,,https://drlovesoutlet.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,Dr. Loves Outlet (Sahibi),4.5,https://www.google.com/maps/place/Dr.+Loves+Outlet/data=!4m7!3m6!1s0x80c291c66b5b1ec3:0x9600f3190b498994!8m2!3d34.22164!4d-118.4645204!16s%2Fg%2F11q7fdlfwy!19sChIJwx5ba8aRwoARlIlJCxnzAJY?authuser=0&hl=tr&rclk=1,
Feelmore Adult,7,,http://feelmore510.com/,Feelmore Adult (Sahibi),3.9,https://www.google.com/maps/place/Feelmore+Adult/data=!4m7!3m6!1s0x80857ff234837e53:0x85802a8ee5ca8cfa!8m2!3d37.8680369!4d-122.2682932!16s%2Fg%2F11fp3hmx93!19sChIJU36DNPJ_hYAR-ozK5Y4qgIU?authuser=0&hl=tr&rclk=1,
Endless Romance Adult Superstore,5,,http://suzies.com/,Endless Romance Adult Superstore (Sahibi),4.2,https://www.google.com/maps/place/Endless+Romance+Adult+Superstore/data=!4m7!3m6!1s0x80c2bfa47bfff435:0xd6657dc59a13c0f3!8m2!3d34.0869678!4d-118.3804153!16s%2Fg%2F11qf_tqpl1!19sChIJNfT_e6S_woAR88ATmsV9ZdY?authuser=0&hl=tr&rclk=1,
Secrets Adult Superstore,5,,http://www.adultmegastores.com/,Secrets Adult Superstore (Sahibi),4.6,https://www.google.com/maps/place/Secrets+Adult+Superstore/data=!4m7!3m6!1s0x8085736f8222bd13:0xd085b8aa53101a2b!8m2!3d38.1012064!4d-122.2536854!16s%2Fg%2F1wv_sfrj!19sChIJE70igm9zhYARKxoQU6q4hdA?authuser=0&hl=tr&rclk=1,
Good Vibrations Santa Cruz,5,,http://www.goodvibes.com/,Good Vibrations Santa Cruz (Sahibi),2.8,https://www.google.com/maps/place/Good+Vibrations+Santa+Cruz/data=!4m7!3m6!1s0x808e412c03b7576b:0x8d33c78bab098704!8m2!3d36.9752937!4d-122.0259242!16s%2Fg%2F11fqtn_m96!19sChIJa1e3AyxBjoARBIcJq4vHM40?authuser=0&hl=tr&rclk=1,
Black Cock Toys,2,,http://www.blackcocktoys.com/,Black Cock Toys (Sahibi),2,https://www.google.com/maps/place/Black+Cock+Toys/data=!4m7!3m6!1s0x80c3491e1a7a6a5b:0xd153fc545ace049!8m2!3d34.020479!4d-118.034616!16s%2Fg%2F11lsmbctl1!19sChIJW2p6Gh5Jw4ARSeCsRcU_FQ0?authuser=0&hl=tr&rclk=1,
adultys.com Sex Toys and lingerie,2,,https://adultys.com/,adultys.com Sex Toys and lingerie (Sahibi),4,https://www.google.com/maps/place/adultys.com+Sex+Toys+and+lingerie/data=!4m7!3m6!1s0x80c2963b74aa90a9:0x87b889f15f9e648c!8m2!3d34.1581321!4d-118.423637!16s%2Fg%2F11hbv7kf25!19sChIJqZCqdDuWwoARjGSeX_GJuIc?authuser=0&hl=tr&rclk=1,
Intimate Desires Adult,,,https://intimatedesiresadult.com/,Intimate Desires Adult (Sahibi),,https://www.google.com/maps/place/Intimate+Desires+Adult/data=!4m7!3m6!1s0x80dd4b13db26fa1f:0x8466f083998bc538!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11m92g5nwd!19sChIJH_om2xNL3YAROMWLmYPwZoQ?authuser=0&hl=tr&rclk=1,
Sextc Store,,,https://sextcstore.com/?utm_campaign=gmb,Sextc Store (Sahibi),,https://www.google.com/maps/place/Sextc+Store/data=!4m7!3m6!1s0x25bd0121c086924b:0x82a8e62707d6b439!8m2!3d34.3024654!4d-119.2487876!16s%2Fg%2F11k3shgs02!19sChIJS5KGwCEBvSURObTWByfmqII?authuser=0&hl=tr&rclk=1,
"Romantic Depot Manhattan Sex Store, Sex Shop, Adult store with Sex Toys & Lingerie",3127,,https://romanticdepot.com/manhattan,,4.9,"https://www.google.com/maps/place/Romantic+Depot+Manhattan+Sex+Store,+Sex+Shop,+Adult+store+with+Sex+Toys+%26+Lingerie/data=!4m7!3m6!1s0x89c2f665d308c1b5:0x77de629e68c532f4!8m2!3d40.8222249!4d-73.9531341!16s%2Fg%2F11fx2wqk4n!19sChIJtcEI02X2wokR9DLFaJ5i3nc?authuser=0&hl=tr&rclk=1",
Romantic Depot Bronx Sex Store Sex Shop & Lingerie Store,2450,,https://romanticdepot.com/bronx,,4.9,https://www.google.com/maps/place/Romantic+Depot+Bronx+Sex+Store+Sex+Shop+%26+Lingerie+Store/data=!4m7!3m6!1s0x89c28cd9c9f2adcf:0xf6f61b0896c75f2f!8m2!3d40.8881888!4d-73.8285932!16s%2Fg%2F1q62cd9n6!19sChIJz63yydmMwokRL1_Hlggb9vY?authuser=0&hl=tr&rclk=1,
"Romantic Depot Queens Sex Toys, Sex Store, Sex Shop & Lingerie Store",2028,,https://romanticdepot.com/queens/,,4.9,"https://www.google.com/maps/place/Romantic+Depot+Queens+Sex+Toys,+Sex+Store,+Sex+Shop+%26+Lingerie+Store/data=!4m7!3m6!1s0x89c25f4c512554a1:0xc3e0288d54c2f296!8m2!3d40.7427207!4d-73.9175529!16s%2Fg%2F11gzlxszlr!19sChIJoVQlUUxfwokRlvLCVI0o4MM?authuser=0&hl=tr&rclk=1",
"Romantic Depot Brooklyn Sex Store, Sex Shop, Lingerie Store with Adult Toys",957,,https://romanticdepot.com/brooklyn,,4.9,"https://www.google.com/maps/place/Romantic+Depot+Brooklyn+Sex+Store,+Sex+Shop,+Lingerie+Store+with+Adult+Toys/data=!4m7!3m6!1s0x89c25b9311edfe4b:0x3933696671f39c59!8m2!3d40.6828332!4d-73.9649233!16s%2Fg%2F11spwk6048!19sChIJS_7tEZNbwokRWZzzcWZpMzk?authuser=0&hl=tr&rclk=1",
"Romantic Depot Brooklyn Lingerie Store, Sex Shop, Sex Store with Adult Toys located on Flatbush Avenue",774,,https://romanticdepot.com/brooklyn-flatbush/,,5,"https://www.google.com/maps/place/Romantic+Depot+Brooklyn+Lingerie+Store,+Sex+Shop,+Sex+Store+with+Adult+Toys+located+on+Flatbush+Avenue/data=!4m7!3m6!1s0x89c245c8db35bebd:0xde3c10df9cf497b9!8m2!3d40.6215106!4d-73.9361314!16s%2Fg%2F11twjvkk__!19sChIJvb4128hFwokRuZf0nN8QPN4?authuser=0&hl=tr&rclk=1",
Romantic Depot Yonkers Sex Store Sex Shop & Lingerie Superstore with Sex Toys,474,,https://romanticdepot.com/Yonkers,,5,https://www.google.com/maps/place/Romantic+Depot+Yonkers+Sex+Store+Sex+Shop+%26+Lingerie+Superstore+with+Sex+Toys/data=!4m7!3m6!1s0x89c293d002ab6367:0xb5595a21b2c5aea6!8m2!3d40.964825!4d-73.839121!16s%2Fg%2F11ghtnyf8w!19sChIJZ2OrAtCTwokRpq7FsiFaWbU?authuser=0&hl=tr&rclk=1,
ScentSational,134,"Name: INtimate Store
link: https://www.google.com/maps/search/INtimate+Store/@40.786257,-74.0184932?authuser=0&hl=tr&entry=ttu
Reviews: 6 reviews

Name: Sweet Body Sensations Perfumeria
link: https://www.google.com/maps/search/Sweet+Body+Sensations+Perfumeria/@40.7836601,-74.0199365?authuser=0&hl=tr&entry=ttu
Reviews: 5 reviews

Name: Romantic Depot Manhattan Sex Store, Sex Shop, Adult store with Sex Toys & Lingerie
link: https://www.google.com/maps/search/Romantic+Depot+Manhattan+Sex+Store%2C+Sex+Shop%2C+Adult+store+with+Sex+Toys+%26+Lingerie/@40.822224899999995,-73.9531341?authuser=0&hl=tr&entry=ttu
Reviews: 3127 reviews

Name: Scentsational Shoppe
link: https://www.google.com/maps/search/Scentsational+Shoppe/@40.9206189,-73.99654679999999?authuser=0&hl=tr&entry=ttu
Reviews: 105 reviews

Name: The Secret Sinsation
link: https://www.google.com/maps/search/The+Secret+Sinsation/@40.7364865,-74.2222063?authuser=0&hl=tr&entry=ttu
Reviews: 2 reviews",https://www.sltoyz.com/,,4.9,https://www.google.com/maps/place/ScentSational/data=!4m7!3m6!1s0x89c2581a0da1482f:0x72d69465c1184b52!8m2!3d40.7859409!4d-74.0188807!16s%2Fg%2F1pp2tz728!19sChIJL0ihDRpYwokRUksYwWWU1nI?authuser=0&hl=tr&rclk=1,
Purple Passion/DV8,131,,http://www.purplepassion.com/,,4.4,https://www.google.com/maps/place/Purple+Passion%2FDV8/data=!4m7!3m6!1s0x89c259bb7f586e6d:0xd97ff3e3fcbd927d!8m2!3d40.7426928!4d-73.9976329!16s%2Fg%2F1tgz6d5b!19sChIJbW5Yf7tZwokRfZK9_OPzf9k?authuser=0&hl=tr&rclk=1,
A & J Lingerie and More...,95,"Name: Sexy Boutique
link: https://www.google.com/maps/search/Sexy+Boutique/@40.742177399999996,-74.0010799?authuser=0&hl=tr&entry=ttu
Reviews: 12 reviews

Name: The Blue Store
link: https://www.google.com/maps/search/The+Blue+Store/@40.7436211,-73.9993306?authuser=0&hl=tr&entry=ttu
Reviews: 49 reviews

Name: Azaleas - Lingerie + Swimwear Boutique
link: https://www.google.com/maps/search/Azaleas+-+Lingerie+%2B+Swimwear+Boutique/@40.7288722,-73.9871248?authuser=0&hl=tr&entry=ttu
Reviews: 44 reviews

Name: Harmony
link: https://www.google.com/maps/search/Harmony/@40.742593,-74.00083520000001?authuser=0&hl=tr&entry=ttu
Reviews: 28 reviews",http://www.ajlingerie.com/,,4.7,https://www.google.com/maps/place/A+%26+J+Lingerie+and+More.../data=!4m7!3m6!1s0x89c259a5f9f26167:0x71b7a7b31eb43a3b!8m2!3d40.7457717!4d-73.9896088!16s%2Fg%2F1tm13j9t!19sChIJZ2Hy-aVZwokROzq0HrOnt3E?authuser=0&hl=tr&rclk=1,
London Boutique,92,,https://london-boutique.com/,,4.6,https://www.google.com/maps/place/London+Boutique/data=!4m7!3m6!1s0x89c25fa9ecc7b903:0x1d8e858a7520d2b9!8m2!3d40.7473858!4d-73.8874627!16s%2Fg%2F1v3dt11r!19sChIJA7nH7KlfwokRudIgdYqFjh0?authuser=0&hl=tr&rclk=1,
FANTASY PARTY INC,89,,https://fantasy-party-inc.business.site/,,4,https://www.google.com/maps/place/FANTASY+PARTY+INC/data=!4m7!3m6!1s0x89c25993dc416ba3:0xdf91cadb2c42e658!8m2!3d40.7315466!4d-74.0013943!16s%2Fg%2F12qfrpvj5!19sChIJo2tB3JNZwokRWOZCLNvKkd8?authuser=0&hl=tr&rclk=1,
365 shop Inc / Brooklyn Adult Sex Toy & Lingerie Store,77,,https://www.365sexshop.com/,,5,https://www.google.com/maps/place/365+shop+Inc+%2F+Brooklyn+Adult+Sex+Toy+%26+Lingerie+Store/data=!4m7!3m6!1s0x89c245e092e29be9:0xe0485b1cf07eacc4!8m2!3d40.6371903!4d-74.0081331!16s%2Fg%2F11k551xkx8!19sChIJ6ZvikuBFwokRxKx-8BxbSOA?authuser=0&hl=tr&rclk=1,
Lady Konfidential,74,,http://ladykonfidential.com/,,5,https://www.google.com/maps/place/Lady+Konfidential/data=!4m7!3m6!1s0x89c259d44ee43d3b:0x5bdec28b794831cd!8m2!3d40.7649831!4d-73.9780213!16s%2Fg%2F11r24_05lb!19sChIJOz3kTtRZwokRzTFIeYvC3ls?authuser=0&hl=tr&rclk=1,
Pleasure Chest,69,,http://www.thepleasurechest.com/,,4.3,https://www.google.com/maps/place/Pleasure+Chest/data=!4m7!3m6!1s0x89c2599435ef857b:0x7d0fda8c9f4a8567!8m2!3d40.7353071!4d-74.0020672!16s%2Fg%2F1vvr73gb!19sChIJe4XvNZRZwokRZ4VKn4zaD30?authuser=0&hl=tr&rclk=1,
SHAG... a sexy shop - Sex Toy Store,68,,http://weloveshag.com/,,4.6,https://www.google.com/maps/place/SHAG...+a+sexy+shop+-+Sex+Toy+Store/data=!4m7!3m6!1s0x89c2595e8c485e37:0x8159f880f0a0b4ef!8m2!3d40.7157342!4d-73.9560632!16s%2Fg%2F1tfryd7g!19sChIJN15IjF5ZwokR77Sg8ID4WYE?authuser=0&hl=tr&rclk=1,
Rainbow Station,57,,http://rainbowstation.nyc/,,3,https://www.google.com/maps/place/Rainbow+Station/data=!4m7!3m6!1s0x89c259bbe83ac369:0x9db548dd8472f042!8m2!3d40.7437627!4d-73.9999116!16s%2Fg%2F1tfqm91d!19sChIJacM66LtZwokRQvByhN1ItZ0?authuser=0&hl=tr&rclk=1,
CherryBoxxx,53,,http://shopcherrybox.com/,,5,https://www.google.com/maps/place/CherryBoxxx/data=!4m7!3m6!1s0x89c2590b0bb05f59:0x8e2dd51be2274136!8m2!3d40.7320627!4d-74.0012411!16s%2Fg%2F11pzwy6d0n!19sChIJWV-wCwtZwokRNkEn4hvVLY4?authuser=0&hl=tr&rclk=1,
Babeland,51,,http://www.babeland.com/,,4.1,https://www.google.com/maps/place/Babeland/data=!4m7!3m6!1s0x89c259814bc190e1:0xd194cff4b2c00864!8m2!3d40.7203!4d-73.988531!16s%2Fg%2F1tf7ngwy!19sChIJ4ZDBS4FZwokRZAjAsvTPlNE?authuser=0&hl=tr&rclk=1,
London Boutique,50,,https://london-boutique.com/,,4.9,https://www.google.com/maps/place/London+Boutique/data=!4m7!3m6!1s0x89c25f1e57c0b95b:0x339d60604efd8d10!8m2!3d40.760046!4d-73.917793!16s%2Fg%2F11rgdfxhch!19sChIJW7nAVx5fwokREI39TmBgnTM?authuser=0&hl=tr&rclk=1,
Nitecap Megastore,50,,http://www.nitecapmegastore.com/,,4.4,https://www.google.com/maps/place/Nitecap+Megastore/data=!4m7!3m6!1s0x89c24cf0427e4d33:0xddaab8b14e5b6729!8m2!3d40.6136237!4d-74.180786!16s%2Fg%2F1tf7hl13!19sChIJM01-QvBMwokRKWdbTrG4qt0?authuser=0&hl=tr&rclk=1,
London Boutique,47,,http://london-boutique.com/,,4.7,https://www.google.com/maps/place/London+Boutique/data=!4m7!3m6!1s0x89c25f8510695929:0x6e30413efdada58f!8m2!3d40.7489819!4d-73.8733154!16s%2Fg%2F11h2jv3vyy!19sChIJKVlpEIVfwokRj6Wt_T5BMG4?authuser=0&hl=tr&rclk=1,
The Pleasure Chest,42,,http://thepleasurechest.com/,,3.7,https://www.google.com/maps/place/The+Pleasure+Chest/data=!4m7!3m6!1s0x89c258e63b6feb4b:0x61c8ff4be7f52249!8m2!3d40.7644291!4d-73.9668379!16s%2Fg%2F1pp2x6_b2!19sChIJS-tvO-ZYwokRSSL150v_yGE?authuser=0&hl=tr&rclk=1,
